Crash_Condition_ID,Posted_Speed_Limit,Traffic_Control_Device,Traffic_Control_Device_Condition,Weather_Condition,Lighting_Condition,Trafficway_Type,Roadway_Surface_Condition,Road_Defect,Alignment
2970,30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),WET,NO DEFECTS,STRAIGHT ON HILLCREST
2971,20,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,ONE-WAY,WET,UNKNOWN,STRAIGHT AND LEVEL
2972,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),WET,UNKNOWN,STRAIGHT AND LEVEL
2973,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,OTHER,DRY,NO DEFECTS,STRAIGHT ON GRADE
2974,15,NO CONTROLS,NO CONTROLS,UNKNOWN,DAYLIGHT,PARKING LOT,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
2975,0,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,PARKING LOT,WET,NO DEFECTS,STRAIGHT AND LEVEL
2976,30,NO CONTROLS,UNKNOWN,UNKNOWN,DAYLIGHT,NOT DIVIDED,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
2977,35,NO CONTROLS,NO CONTROLS,RAIN,DARKNESS,OTHER,OTHER,"RUT, HOLES",STRAIGHT AND LEVEL
2978,30,LANE USE MARKING,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO DEFECTS,STRAIGHT AND LEVEL
2979,20,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),WET,NO DEFECTS,STRAIGHT AND LEVEL
2980,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ONE-WAY,DRY,"RUT, HOLES",STRAIGHT AND LEVEL
2981,25,UNKNOWN,UNKNOWN,CLEAR,DAYLIGHT,UNKNOWN,WET,NO DEFECTS,STRAIGHT AND LEVEL
2982,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKING LOT,WET,NO DEFECTS,STRAIGHT AND LEVEL
2983,25,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,WET,NO DEFECTS,STRAIGHT AND LEVEL
2984,30,POLICE/FLAGMAN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
2985,0,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),WET,NO DEFECTS,STRAIGHT AND LEVEL
2986,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,WET,OTHER,STRAIGHT ON GRADE
2987,20,OTHER,FUNCTIONING PROPERLY,RAIN,DUSK,DIVIDED - W/MEDIAN BARRIER,WET,NO DEFECTS,STRAIGHT AND LEVEL
2988,55,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,WET,NO DEFECTS,STRAIGHT AND LEVEL
2989,40,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,DRY,NO DEFECTS,"CURVE, LEVEL"
2990,0,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN BARRIER,WET,NO DEFECTS,STRAIGHT AND LEVEL
2991,30,UNKNOWN,UNKNOWN,UNKNOWN,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,UNKNOWN,NO DEFECTS,STRAIGHT AND LEVEL
2992,20,NO CONTROLS,NO CONTROLS,RAIN,DARKNESS,NOT DIVIDED,WET,NO DEFECTS,"CURVE, LEVEL"
2993,35,NO CONTROLS,NO CONTROLS,RAIN,DARKNESS,DIVIDED - W/MEDIAN BARRIER,WET,NO DEFECTS,STRAIGHT AND LEVEL
2994,30,STOP SIGN/FLASHER,NO CONTROLS,CLOUDY/OVERCAST,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
2995,30,LANE USE MARKING,UNKNOWN,UNKNOWN,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
2996,30,NO CONTROLS,NO CONTROLS,FOG/SMOKE/HAZE,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,WET,UNKNOWN,STRAIGHT AND LEVEL
2997,35,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),WET,NO DEFECTS,STRAIGHT AND LEVEL
2998,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,"DARKNESS, LIGHTED ROAD",OTHER,WET,WORN SURFACE,STRAIGHT AND LEVEL
2999,30,NO CONTROLS,NO CONTROLS,OTHER,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),WET,NO DEFECTS,STRAIGHT AND LEVEL
3000,0,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,ONE-WAY,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
3001,35,TRAFFIC SIGNAL,UNKNOWN,UNKNOWN,UNKNOWN,NOT DIVIDED,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
3002,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,WET,WORN SURFACE,STRAIGHT AND LEVEL
3003,25,UNKNOWN,UNKNOWN,UNKNOWN,DARKNESS,PARKING LOT,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
3004,35,UNKNOWN,UNKNOWN,UNKNOWN,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
3005,10,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,PARKING LOT,UNKNOWN,NO DEFECTS,STRAIGHT ON GRADE
3006,30,TRAFFIC SIGNAL,UNKNOWN,RAIN,DARKNESS,DIVIDED - W/MEDIAN BARRIER,WET,UNKNOWN,STRAIGHT AND LEVEL
3007,30,STOP SIGN/FLASHER,NOT FUNCTIONING,RAIN,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,WET,UNKNOWN,STRAIGHT AND LEVEL
3008,30,STOP SIGN/FLASHER,NO CONTROLS,RAIN,DARKNESS,NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
3009,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN BARRIER,WET,WORN SURFACE,STRAIGHT AND LEVEL
3010,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,WET,NO DEFECTS,STRAIGHT ON GRADE
3011,40,NO CONTROLS,NO CONTROLS,RAIN,DARKNESS,DIVIDED - W/MEDIAN BARRIER,WET,NO DEFECTS,STRAIGHT ON GRADE
3012,5,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKING LOT,WET,UNKNOWN,STRAIGHT AND LEVEL
3013,30,OTHER,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",PARKING LOT,WET,NO DEFECTS,STRAIGHT AND LEVEL
3014,30,OTHER,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",OTHER,WET,NO DEFECTS,STRAIGHT AND LEVEL
3015,5,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKING LOT,WET,NO DEFECTS,STRAIGHT AND LEVEL
3016,35,UNKNOWN,UNKNOWN,UNKNOWN,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,UNKNOWN,NO DEFECTS,STRAIGHT AND LEVEL
3017,20,UNKNOWN,UNKNOWN,RAIN,DARKNESS,ONE-WAY,WET,UNKNOWN,STRAIGHT AND LEVEL
3018,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ONE-WAY,WET,NO DEFECTS,STRAIGHT AND LEVEL
3019,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DARKNESS,NOT DIVIDED,WET,UNKNOWN,STRAIGHT AND LEVEL
3020,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN BARRIER,WET,NO DEFECTS,STRAIGHT AND LEVEL
3021,30,UNKNOWN,UNKNOWN,CLEAR,DARKNESS,PARKING LOT,WET,NO DEFECTS,STRAIGHT AND LEVEL
3022,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,UNKNOWN,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),UNKNOWN,NO DEFECTS,STRAIGHT AND LEVEL
3023,30,NO CONTROLS,NO CONTROLS,UNKNOWN,DARKNESS,DIVIDED - W/MEDIAN (NOT RAISED),UNKNOWN,NO DEFECTS,STRAIGHT AND LEVEL
3024,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DARKNESS,NOT DIVIDED,WET,UNKNOWN,STRAIGHT AND LEVEL
3025,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DARKNESS,ONE-WAY,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
3026,30,OTHER,OTHER,RAIN,"DARKNESS, LIGHTED ROAD",ONE-WAY,WET,NO DEFECTS,STRAIGHT AND LEVEL
3027,25,NO CONTROLS,NO CONTROLS,RAIN,DUSK,NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
3028,25,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",ONE-WAY,WET,NO DEFECTS,STRAIGHT AND LEVEL
3029,30,TRAFFIC SIGNAL,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
3030,35,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,RAIN,DARKNESS,DIVIDED - W/MEDIAN (NOT RAISED),WET,NO DEFECTS,STRAIGHT AND LEVEL
3031,35,NO CONTROLS,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,WET,"RUT, HOLES",STRAIGHT AND LEVEL
3032,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,UNKNOWN,UNKNOWN,DIVIDED - W/MEDIAN (NOT RAISED),WET,NO DEFECTS,STRAIGHT AND LEVEL
3033,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
3034,20,NO CONTROLS,NO CONTROLS,RAIN,UNKNOWN,ONE-WAY,WET,UNKNOWN,STRAIGHT AND LEVEL
3035,35,TRAFFIC SIGNAL,NOT FUNCTIONING,RAIN,DARKNESS,NOT DIVIDED,WET,UNKNOWN,STRAIGHT AND LEVEL
3036,35,UNKNOWN,UNKNOWN,RAIN,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,WET,UNKNOWN,STRAIGHT AND LEVEL
3037,15,NO CONTROLS,NO CONTROLS,RAIN,DARKNESS,OTHER,WET,NO DEFECTS,STRAIGHT ON GRADE
3038,25,NO CONTROLS,NO CONTROLS,RAIN,DARKNESS,NOT DIVIDED,WET,UNKNOWN,STRAIGHT AND LEVEL
3039,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,RAIN,DAWN,DIVIDED - W/MEDIAN (NOT RAISED),WET,NO DEFECTS,STRAIGHT AND LEVEL
3040,25,NO CONTROLS,NO CONTROLS,RAIN,DUSK,DIVIDED - W/MEDIAN (NOT RAISED),WET,UNKNOWN,STRAIGHT AND LEVEL
3041,30,NO CONTROLS,NO CONTROLS,RAIN,DAWN,NOT DIVIDED,WET,UNKNOWN,STRAIGHT AND LEVEL
3042,30,NO CONTROLS,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,WET,NO DEFECTS,"CURVE, LEVEL"
3043,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DUSK,DIVIDED - W/MEDIAN BARRIER,WET,NO DEFECTS,STRAIGHT AND LEVEL
3044,30,NO CONTROLS,UNKNOWN,RAIN,DAYLIGHT,ONE-WAY,WET,NO DEFECTS,STRAIGHT AND LEVEL
3045,25,NO CONTROLS,NO CONTROLS,UNKNOWN,DAYLIGHT,NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
3046,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,RAIN,DUSK,NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
3047,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,UNKNOWN,DAYLIGHT,NOT DIVIDED,UNKNOWN,NO DEFECTS,STRAIGHT AND LEVEL
3048,30,NO CONTROLS,NOT FUNCTIONING,UNKNOWN,UNKNOWN,NOT DIVIDED,UNKNOWN,NO DEFECTS,STRAIGHT AND LEVEL
3049,35,UNKNOWN,UNKNOWN,RAIN,DAYLIGHT,NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
3050,30,NO CONTROLS,NO CONTROLS,RAIN,DUSK,CENTER TURN LANE,WET,NO DEFECTS,STRAIGHT AND LEVEL
3051,30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,NOT DIVIDED,WET,NO DEFECTS,STRAIGHT ON GRADE
3052,30,NO CONTROLS,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
3053,35,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),UNKNOWN,NO DEFECTS,STRAIGHT AND LEVEL
3054,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKING LOT,WET,NO DEFECTS,STRAIGHT AND LEVEL
3055,30,STOP SIGN/FLASHER,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
3056,20,NO CONTROLS,NO CONTROLS,RAIN,UNKNOWN,PARKING LOT,WET,NO DEFECTS,STRAIGHT AND LEVEL
3057,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DUSK,NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
3058,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,UNKNOWN,DIVIDED - W/MEDIAN (NOT RAISED),WET,UNKNOWN,STRAIGHT AND LEVEL
3059,20,NO CONTROLS,NO CONTROLS,RAIN,DAWN,PARKING LOT,WET,NO DEFECTS,STRAIGHT AND LEVEL
3060,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,OTHER,WET,NO DEFECTS,STRAIGHT AND LEVEL
3061,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,RAMP,WET,NO DEFECTS,STRAIGHT AND LEVEL
3062,30,UNKNOWN,UNKNOWN,UNKNOWN,DAYLIGHT,NOT DIVIDED,UNKNOWN,NO DEFECTS,STRAIGHT AND LEVEL
3063,15,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,ONE-WAY,WET,NO DEFECTS,STRAIGHT AND LEVEL
3064,30,STOP SIGN/FLASHER,OTHER,CLEAR,DAYLIGHT,ONE-WAY,WET,NO DEFECTS,STRAIGHT AND LEVEL
3065,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,OTHER,WET,NO DEFECTS,STRAIGHT AND LEVEL
3066,30,NO CONTROLS,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),WET,NO DEFECTS,STRAIGHT AND LEVEL
3067,35,UNKNOWN,UNKNOWN,RAIN,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),WET,UNKNOWN,STRAIGHT AND LEVEL
3068,20,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,DRIVEWAY,WET,UNKNOWN,STRAIGHT AND LEVEL
3069,20,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),WET,NO DEFECTS,STRAIGHT AND LEVEL
3070,20,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,ALLEY,UNKNOWN,UNKNOWN,STRAIGHT ON GRADE
3071,0,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
3072,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,WET,NO DEFECTS,STRAIGHT AND LEVEL
3073,35,NO CONTROLS,NO CONTROLS,RAIN,DAWN,DIVIDED - W/MEDIAN BARRIER,WET,NO DEFECTS,STRAIGHT AND LEVEL
3074,35,STOP SIGN/FLASHER,FUNCTIONING IMPROPERLY,RAIN,DAYLIGHT,NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
3075,30,LANE USE MARKING,WORN REFLECTIVE MATERIAL,CLEAR,DAWN,DIVIDED - W/MEDIAN (NOT RAISED),WET,WORN SURFACE,STRAIGHT AND LEVEL
3076,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,NOT DIVIDED,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
3077,30,YIELD,NO CONTROLS,OTHER,DARKNESS,ONE-WAY,ICE,NO DEFECTS,STRAIGHT AND LEVEL
3078,30,TRAFFIC SIGNAL,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN BARRIER,WET,NO DEFECTS,STRAIGHT AND LEVEL
3079,15,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PARKING LOT,DRY,NO DEFECTS,STRAIGHT AND LEVEL
3080,20,NO CONTROLS,NO CONTROLS,UNKNOWN,DARKNESS,ONE-WAY,WET,NO DEFECTS,STRAIGHT AND LEVEL
3081,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,WET,NO DEFECTS,"CURVE, LEVEL"
3082,30,NO CONTROLS,NO CONTROLS,SNOW,"DARKNESS, LIGHTED ROAD",ONE-WAY,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
3083,25,UNKNOWN,UNKNOWN,CLEAR,DARKNESS,NOT DIVIDED,SNOW OR SLUSH,UNKNOWN,STRAIGHT AND LEVEL
3084,15,NO CONTROLS,NO CONTROLS,CLEAR,UNKNOWN,ONE-WAY,SNOW OR SLUSH,UNKNOWN,STRAIGHT AND LEVEL
3085,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",ALLEY,WET,NO DEFECTS,STRAIGHT AND LEVEL
3086,25,NO CONTROLS,NO CONTROLS,FOG/SMOKE/HAZE,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,UNKNOWN,NO DEFECTS,STRAIGHT AND LEVEL
3087,20,NO CONTROLS,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ONE-WAY,WET,NO DEFECTS,STRAIGHT AND LEVEL
3088,30,NO CONTROLS,NO CONTROLS,OTHER,DARKNESS,OTHER,DRY,NO DEFECTS,STRAIGHT AND LEVEL
3089,30,NO CONTROLS,NO CONTROLS,UNKNOWN,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),WET,NO DEFECTS,STRAIGHT AND LEVEL
3090,30,NO CONTROLS,NO CONTROLS,FOG/SMOKE/HAZE,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,WET,"RUT, HOLES",STRAIGHT AND LEVEL
3091,25,NO CONTROLS,NO CONTROLS,FOG/SMOKE/HAZE,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO DEFECTS,"CURVE, LEVEL"
3092,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKING LOT,WET,UNKNOWN,STRAIGHT AND LEVEL
3093,25,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
3094,35,NO CONTROLS,NO CONTROLS,FOG/SMOKE/HAZE,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,WET,UNKNOWN,STRAIGHT AND LEVEL
3095,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DARKNESS,NOT DIVIDED,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
3096,30,OTHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,UNKNOWN,STRAIGHT AND LEVEL
3097,15,OTHER REG. SIGN,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ONE-WAY,DRY,NO DEFECTS,STRAIGHT AND LEVEL
3098,5,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",OTHER,DRY,NO DEFECTS,STRAIGHT AND LEVEL
3099,35,UNKNOWN,UNKNOWN,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN BARRIER,DRY,NO DEFECTS,STRAIGHT AND LEVEL
3100,40,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN BARRIER,DRY,"RUT, HOLES",STRAIGHT AND LEVEL
3101,25,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,NOT DIVIDED,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
3102,10,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DARKNESS,OTHER,DRY,NO DEFECTS,STRAIGHT AND LEVEL
3103,20,NO CONTROLS,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,UNKNOWN,NO DEFECTS,STRAIGHT AND LEVEL
3104,25,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,NOT DIVIDED,WET,UNKNOWN,STRAIGHT AND LEVEL
3105,30,STOP SIGN/FLASHER,UNKNOWN,SNOW,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
3106,25,STOP SIGN/FLASHER,NO CONTROLS,UNKNOWN,DARKNESS,NOT DIVIDED,UNKNOWN,NO DEFECTS,STRAIGHT AND LEVEL
3107,30,STOP SIGN/FLASHER,OTHER,CLEAR,"DARKNESS, LIGHTED ROAD",ONE-WAY,OTHER,NO DEFECTS,STRAIGHT AND LEVEL
3108,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DUSK,NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
3109,30,NO CONTROLS,NO CONTROLS,SNOW,UNKNOWN,UNKNOWN,SNOW OR SLUSH,UNKNOWN,STRAIGHT AND LEVEL
3110,30,NO CONTROLS,NO CONTROLS,SLEET/HAIL,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),ICE,NO DEFECTS,STRAIGHT AND LEVEL
3111,30,NO CONTROLS,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,CENTER TURN LANE,DRY,NO DEFECTS,STRAIGHT AND LEVEL
3112,30,UNKNOWN,NO CONTROLS,CLEAR,DAYLIGHT,UNKNOWN,DRY,NO DEFECTS,STRAIGHT AND LEVEL
3113,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
3114,30,STOP SIGN/FLASHER,UNKNOWN,SNOW,"DARKNESS, LIGHTED ROAD",ONE-WAY,SNOW OR SLUSH,UNKNOWN,STRAIGHT AND LEVEL
3115,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DARKNESS,ONE-WAY,WET,NO DEFECTS,STRAIGHT AND LEVEL
3116,30,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,NOT DIVIDED,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
3117,20,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAWN,NOT DIVIDED,DRY,NO DEFECTS,STRAIGHT AND LEVEL
3118,5,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,NOT DIVIDED,DRY,NO DEFECTS,STRAIGHT AND LEVEL
3119,30,OTHER RAILROAD CROSSING,UNKNOWN,OTHER,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),UNKNOWN,UNKNOWN,STRAIGHT ON GRADE
3120,15,NO CONTROLS,NO CONTROLS,CLEAR,DAWN,PARKING LOT,WET,NO DEFECTS,STRAIGHT AND LEVEL
3121,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),UNKNOWN,NO DEFECTS,STRAIGHT AND LEVEL
3122,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN BARRIER,WET,WORN SURFACE,STRAIGHT AND LEVEL
3123,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,"DARKNESS, LIGHTED ROAD",ONE-WAY,WET,UNKNOWN,STRAIGHT AND LEVEL
3124,0,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DUSK,NOT DIVIDED,DRY,NO DEFECTS,STRAIGHT AND LEVEL
3125,5,NO CONTROLS,NO CONTROLS,CLEAR,UNKNOWN,PARKING LOT,DRY,UNKNOWN,STRAIGHT AND LEVEL
3126,30,TRAFFIC SIGNAL,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",ONE-WAY,DRY,NO DEFECTS,STRAIGHT AND LEVEL
3127,30,NO CONTROLS,UNKNOWN,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
3128,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),WET,NO DEFECTS,STRAIGHT AND LEVEL
3129,45,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
3130,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,OTHER,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),WET,OTHER,STRAIGHT AND LEVEL
3131,50,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,DIVIDED - W/MEDIAN BARRIER,DRY,UNKNOWN,STRAIGHT AND LEVEL
3132,30,NO CONTROLS,NO CONTROLS,UNKNOWN,DUSK,OTHER,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
