Crash_Location_ID,Street_No,Street_Direction,Beat_Of_Occurrence,Latitude,Longitude,Location
325,570,N,1139,41.84343981764903,-87.53335228683757,POINT (-87.9321 41.9943)
326,5443,W,1357,41.85510722565031,-87.8779019760978,POINT (-87.9249 41.9250)
327,1896,W,1601,41.92555211889455,-87.54483196765221,POINT (-87.5558 41.9603)
328,2734,N,1274,41.690146821457105,-87.86318491771115,POINT (-87.7922 41.8186)
329,3864,E,1019,41.83500957182758,-87.70167385263024,POINT (-87.7675 41.7881)
330,7456,N,1983,41.713890104884044,-87.78165676097733,POINT (-87.9323 41.7892)
331,4015,W,1311,41.67541452543382,-87.53472998736923,POINT (-87.8264 41.8741)
332,1687,N,1870,41.79598840174301,-87.82511234781919,POINT (-87.6020 41.6872)
333,3010,W,1886,41.70206792627384,-87.77214363912398,POINT (-87.6815 41.8602)
334,7807,N,1978,41.72427715171308,-87.52719875050072,POINT (-87.6234 41.8928)
335,155,E,1154,41.76067074035041,-87.71468243570084,POINT (-87.7522 41.8068)
336,1410,E,1390,41.738567592282415,-87.72889535143906,POINT (-87.8099 42.0022)
337,785,N,1260,41.67328469301426,-87.83173303495433,POINT (-87.7372 41.8711)
338,8097,N,1620,41.67416817304669,-87.64542730466961,POINT (-87.8043 41.7236)
339,7561,E,1883,41.71343477778898,-87.93396336025333,POINT (-87.5876 41.8221)
340,7344,W,1797,41.659212491424626,-87.91920469552504,POINT (-87.8150 41.8967)
341,7207,E,1571,41.87805366747723,-87.68826939340296,POINT (-87.6629 41.7630)
342,5597,W,1125,41.749184152273386,-87.79649667899625,POINT (-87.8825 41.6703)
343,5802,N,1354,41.74630346775225,-87.5396071236756,POINT (-87.6515 41.8617)
344,2807,N,1273,41.76615935181035,-87.56065990989643,POINT (-87.5564 42.0002)
345,538,W,1619,41.8918625841997,-87.64024337135578,POINT (-87.6844 41.8243)
346,5987,N,1811,41.97084087496373,-87.59637885592632,POINT (-87.7049 41.9843)
347,1842,W,1245,41.928453034371145,-87.65972062313956,POINT (-87.5363 41.9573)
348,8717,S,1848,41.91646110748554,-87.88725551686173,POINT (-87.6765 41.6960)
349,6972,E,1450,41.824068650528325,-87.61847178473053,POINT (-87.8310 41.9091)
350,5626,S,1930,41.90364611164762,-87.85171937313808,POINT (-87.8172 41.8055)
351,2951,W,1247,41.85004969985276,-87.80415400085792,POINT (-87.6438 41.7351)
352,7993,E,1520,41.72217520071088,-87.59592163091698,POINT (-87.6311 41.9010)
353,4781,W,1141,41.7192635797416,-87.71465924447475,POINT (-87.8125 41.9222)
354,2369,E,1362,41.75262896261261,-87.57882490004296,POINT (-87.7950 41.7084)
355,6656,E,1008,41.98610501496853,-87.85052516566583,POINT (-87.5238 41.9875)
356,8174,E,1478,41.8480176393443,-87.6847330557851,POINT (-87.8972 41.9254)
357,4496,E,1352,41.91888404326071,-87.90480779152973,POINT (-87.7700 41.9947)
358,9164,W,1996,41.77169232873029,-87.66991438271319,POINT (-87.9138 41.7605)
359,6003,E,1495,41.79493199285279,-87.61973570413427,POINT (-87.5951 41.9969)
360,6615,E,1606,41.687714919882154,-87.69432902452894,POINT (-87.9012 41.7800)
361,9359,S,1833,41.70509208397223,-87.8281827693705,POINT (-87.6569 41.6605)
362,5920,N,1427,41.95439549083394,-87.92683607907928,POINT (-87.9163 41.9299)
363,854,N,1039,41.86223868004178,-87.889831468735,POINT (-87.6574 41.9073)
364,4147,S,1593,41.76826233703585,-87.6786327487889,POINT (-87.5859 41.8672)
365,3770,S,1187,41.94508345941831,-87.54754350892614,POINT (-87.7725 41.8262)
366,575,W,1596,41.73367756414243,-87.85325555033175,POINT (-87.7207 41.6522)
367,1149,W,1600,42.01089242546808,-87.63128901737585,POINT (-87.7714 41.8773)
368,6294,W,1754,41.77103069094355,-87.57609055343539,POINT (-87.8138 41.7984)
369,6458,S,1854,41.76817816257747,-87.72122948505205,POINT (-87.6026 41.8529)
370,7510,S,1093,41.75852652410395,-87.65890836574566,POINT (-87.8258 41.8031)
371,9908,E,1086,41.68640237605123,-87.59769356699601,POINT (-87.6364 42.0071)
372,4778,W,1044,41.68223211598617,-87.83051643374895,POINT (-87.8534 41.8696)
373,3855,W,1137,41.88627991312297,-87.81530381680741,POINT (-87.8351 41.9247)
374,2492,W,1421,41.97254485693206,-87.93973644301605,POINT (-87.7987 41.9958)
375,3125,N,1074,41.94039779390324,-87.53550046502292,POINT (-87.6926 41.8648)
376,5692,E,1548,41.693620885728116,-87.55463114426954,POINT (-87.7491 41.6446)
377,3052,W,1613,41.84732120628099,-87.61888132922104,POINT (-87.6270 41.6530)
378,5,W,1988,41.68012478747112,-87.90678807118981,POINT (-87.8503 41.9069)
379,5223,W,1512,41.65721196457297,-87.7520487863262,POINT (-87.9355 41.7461)
380,5316,N,1156,41.88942662656621,-87.89720546333194,POINT (-87.6138 41.8602)
381,4870,N,1938,41.843357886798536,-87.93331348774963,POINT (-87.5949 41.7169)
382,877,S,1255,41.67116900038036,-87.6812031546107,POINT (-87.9150 41.7427)
383,9184,E,1171,41.65327691363428,-87.53645164482631,POINT (-87.6834 41.8318)
384,7028,S,1981,42.01610743709555,-87.56079543015849,POINT (-87.7812 42.0107)
385,4143,E,1728,41.65140810621665,-87.64736297772713,POINT (-87.6066 41.8742)
386,6967,N,1170,41.80892073615906,-87.89941095465075,POINT (-87.5727 41.9957)
387,7080,W,1764,41.831755229350925,-87.82485110417763,POINT (-87.5826 42.0046)
388,7988,S,1872,41.68456645616417,-87.80557617470818,POINT (-87.6136 41.7191)
389,6800,W,1322,41.70424347580709,-87.61947697574686,POINT (-87.8270 41.7583)
390,4466,S,1567,41.773685902435936,-87.60305534472126,POINT (-87.5990 41.9326)
391,636,N,1456,41.929436832961194,-87.77825542834422,POINT (-87.7159 41.9694)
392,1694,N,1944,41.8326913211429,-87.7644887214206,POINT (-87.9178 41.8373)
393,9875,N,1603,41.882402712330126,-87.921306203504,POINT (-87.7481 42.0174)
394,4753,S,1790,42.01436633093446,-87.81856257826412,POINT (-87.5443 41.6444)
395,8312,E,1613,41.93184206541902,-87.75046022558539,POINT (-87.5671 41.7538)
396,831,S,1155,41.805057369293664,-87.8908671205182,POINT (-87.8970 41.8768)
397,5178,E,1889,41.80964793028269,-87.7496276664829,POINT (-87.6275 41.8183)
398,9562,S,1349,41.87513338927558,-87.58166615885172,POINT (-87.6016 41.6843)
399,8933,S,1451,41.89283877919919,-87.69584517171548,POINT (-87.8260 41.7798)
400,8309,N,1876,41.830270151817935,-87.90684946088386,POINT (-87.7419 41.6497)
401,5950,W,1653,41.885047264669694,-87.85949804609128,POINT (-87.6414 41.8842)
402,2839,W,1173,41.64894234787736,-87.7406913729334,POINT (-87.7556 41.9792)
403,1151,E,1010,41.803256688280804,-87.78817539707484,POINT (-87.8926 41.9763)
404,7561,W,1740,41.745996468907926,-87.78933465179064,POINT (-87.6435 41.9058)
405,1932,S,1265,41.68908628919238,-87.71770767177969,POINT (-87.5571 41.8170)
406,9205,S,1438,41.67782767486734,-87.69455371293242,POINT (-87.6660 41.8346)
407,1665,N,1760,41.86921302293358,-87.605318140484,POINT (-87.6150 41.6920)
408,1082,N,1247,41.83896820791799,-87.79679404334576,POINT (-87.7895 41.7696)
409,513,W,1667,41.736361964458624,-87.60170416112295,POINT (-87.8631 41.7113)
410,7806,E,1546,41.81896102233356,-87.79778328377269,POINT (-87.6700 41.9521)
411,5238,W,1499,41.827048279769315,-87.91671814464468,POINT (-87.8023 41.9876)
412,560,W,1129,41.71410341256667,-87.70724118657799,POINT (-87.5788 41.8440)
413,3673,W,1672,41.88779536351503,-87.69308102354418,POINT (-87.8885 41.9166)
414,7405,W,1601,41.93674935542672,-87.54749309683882,POINT (-87.7579 41.6862)
415,3344,S,1605,41.94075614553802,-87.63505424305376,POINT (-87.7734 41.8712)
416,4071,E,1327,41.86893853566732,-87.55453548595233,POINT (-87.5460 41.9071)
417,9663,S,1753,41.83442266135723,-87.55849417169793,POINT (-87.8757 41.8121)
418,581,E,1835,41.66318271434205,-87.68607887369153,POINT (-87.9359 41.7324)
419,7005,N,1980,41.74937589356361,-87.71833993255869,POINT (-87.8400 41.9734)
420,8131,W,1404,41.6754431497757,-87.70587479379128,POINT (-87.5955 41.9223)
421,3148,S,1629,42.006252801133826,-87.52910106077555,POINT (-87.8521 41.9819)
422,4250,E,1606,41.69133045556579,-87.61526956946628,POINT (-87.8388 41.9510)
423,1680,N,1675,41.69767465574342,-87.89536831998718,POINT (-87.8854 42.0163)
424,3507,N,1611,41.97803911496559,-87.61306006915181,POINT (-87.6395 41.7130)
425,7254,W,1625,41.99869274772106,-87.86837401946275,POINT (-87.9109 41.6730)
426,2745,E,1359,41.931015034909265,-87.75211276941764,POINT (-87.8009 41.7681)
427,9436,S,1603,41.64205387099562,-87.85160693768586,POINT (-87.8214 41.6890)
428,5189,W,1858,41.6405115829635,-87.65037511247604,POINT (-87.7068 41.8388)
429,2142,S,1718,41.783678292519234,-87.57152991079892,POINT (-87.6332 41.8806)
430,6618,N,1017,41.69449024060414,-87.818048008146,POINT (-87.7162 41.8597)
431,2480,S,1274,41.64698673401761,-87.90555548869256,POINT (-87.5490 41.7385)
432,6485,S,1685,41.816345341973715,-87.81463289880851,POINT (-87.5404 41.9854)
433,9828,W,1116,41.99836352101465,-87.65760801966847,POINT (-87.7882 41.6480)
434,7422,S,1861,41.763051438462924,-87.80192074642713,POINT (-87.6134 41.7722)
435,9950,W,1980,41.891233457802905,-87.82319288962739,POINT (-87.6297 41.9132)
436,4453,N,1693,41.88784943419033,-87.8625372199546,POINT (-87.5650 41.9314)
437,5882,W,1091,41.735410439392766,-87.73104310071274,POINT (-87.7519 41.7981)
438,6666,W,1082,41.88716159455307,-87.82410149217398,POINT (-87.7172 41.6464)
439,2850,E,1324,41.72068691022902,-87.63297565336141,POINT (-87.7654 41.8749)
440,7391,S,1961,41.68636281715922,-87.90781859116328,POINT (-87.5828 41.6640)
441,6906,N,1114,41.906525648512684,-87.66110612609324,POINT (-87.8435 41.6810)
442,2490,W,1769,41.68310751049949,-87.84022479388153,POINT (-87.8393 41.8871)
443,9824,N,1058,42.01882550306396,-87.73450271035833,POINT (-87.7835 41.7587)
444,9208,E,1154,41.709711912437086,-87.81984223274686,POINT (-87.8433 41.7723)
445,9541,S,1877,41.865773907847455,-87.63643715607546,POINT (-87.7044 41.8250)
446,4612,W,1404,41.796322337136786,-87.54297104309431,POINT (-87.8835 42.0119)
447,2840,S,1628,41.688026840514155,-87.55482775262267,POINT (-87.8055 42.0069)
448,8528,E,1855,41.650580684879415,-87.69496098963948,POINT (-87.5564 41.7982)
449,5879,E,1266,41.87663826727128,-87.74570367263206,POINT (-87.7681 41.7409)
450,9088,N,1315,41.94656787423987,-87.59631378603545,POINT (-87.6257 41.7550)
451,6304,W,1715,41.95996595137257,-87.65300292769635,POINT (-87.8923 41.7421)
452,852,N,1041,41.82343111976924,-87.86290307202889,POINT (-87.8360 41.8423)
453,1688,E,1105,41.93543307752931,-87.59521393028254,POINT (-87.6009 41.8706)
454,6834,S,1901,41.89568191072565,-87.75986855645422,POINT (-87.6195 41.8257)
455,2428,N,1890,41.91521672044967,-87.8606260228121,POINT (-87.7778 41.7950)
456,9761,N,1193,41.827187621984294,-87.82164511283347,POINT (-87.5392 41.7203)
457,4001,S,1401,41.88069646129201,-87.8276386472957,POINT (-87.5575 41.8234)
458,5053,N,1278,41.946099847158905,-87.72193307066654,POINT (-87.5358 41.7696)
459,2739,S,1354,41.79119598671167,-87.84156456191529,POINT (-87.7603 41.8458)
460,5733,W,1749,41.946271982329684,-87.88810207529133,POINT (-87.8571 41.8966)
461,5388,S,1937,41.864966400259846,-87.88804984274222,POINT (-87.6768 41.8807)
462,8003,W,1733,41.7030423892609,-87.69502399720157,POINT (-87.6524 41.8157)
463,5537,S,1580,41.64937997974534,-87.63140109868326,POINT (-87.8873 41.8513)
464,3914,E,1709,41.77784636815168,-87.8049561362879,POINT (-87.6097 41.7482)
465,1067,E,1256,41.84774460475261,-87.92544670187812,POINT (-87.9324 41.6492)
466,7724,W,1651,41.95913173383733,-87.88656554748646,POINT (-87.7373 41.8775)
467,4381,W,1824,41.68844455845329,-87.55582828465843,POINT (-87.8010 41.7360)
468,4108,E,1947,41.944078412119765,-87.73271166297242,POINT (-87.6291 41.8942)
469,5727,W,1661,41.96794343750555,-87.74949941996162,POINT (-87.8086 41.9239)
470,3374,S,1099,41.69726124506032,-87.92401934510976,POINT (-87.5927 41.9881)
471,8946,S,1588,41.96360584133561,-87.6339724506269,POINT (-87.6901 42.0041)
472,2083,E,1282,42.01675235578026,-87.71821140600852,POINT (-87.6066 41.6440)
473,8968,N,1883,41.916198755798334,-87.85512600684366,POINT (-87.5245 42.0163)
474,6749,S,1403,41.9382124790935,-87.89376902072395,POINT (-87.6548 41.8995)
475,9818,W,1109,42.01787780167238,-87.77897709727456,POINT (-87.5263 41.8845)
476,418,N,1700,41.87008287519986,-87.58839197503809,POINT (-87.9279 41.6458)
477,8307,N,1199,41.756996825166176,-87.57657628513556,POINT (-87.7980 41.9673)
478,8809,S,1303,41.958261716948904,-87.68680452023384,POINT (-87.8947 41.6953)
479,3975,S,1327,41.87350459545442,-87.63443470056333,POINT (-87.8298 41.9582)
480,3268,N,1154,41.86085426101396,-87.89163456929079,POINT (-87.5877 41.6459)
481,826,N,1552,41.73638151109534,-87.6929870525035,POINT (-87.9264 41.8855)
482,7669,E,1645,41.9274070224415,-87.65987440453539,POINT (-87.7215 41.8052)
483,5746,W,1405,41.671033564826836,-87.85570060597621,POINT (-87.7018 41.7163)
484,9709,E,1462,41.991229086901974,-87.5703350121777,POINT (-87.7043 41.6809)
485,413,S,1132,41.763812915092785,-87.85810137024117,POINT (-87.7404 41.8072)
486,7544,E,1791,41.688554368060196,-87.80833950886449,POINT (-87.6079 41.6869)
487,7588,E,1874,41.80809928257892,-87.67936612425014,POINT (-87.8839 41.8248)
488,729,E,1084,41.65613856551748,-87.6718929726451,POINT (-87.8096 41.8776)
489,7165,E,1399,41.90015795382069,-87.6462584087853,POINT (-87.6814 41.9544)
490,8868,W,1754,41.98302809396924,-87.89295508051136,POINT (-87.6498 41.8979)
491,5989,W,1628,41.95815994271263,-87.58322493943,POINT (-87.7703 41.6648)
492,2505,N,1109,41.68840039991019,-87.71620420444103,POINT (-87.5723 41.7568)
493,2968,S,1221,41.68798303210094,-87.74204484647586,POINT (-87.7655 41.7494)
494,2787,E,1904,41.94910510328322,-87.52793899770433,POINT (-87.7708 41.9877)
495,1123,N,1553,41.991216624349185,-87.62904111528476,POINT (-87.9248 41.9698)
496,4080,N,1368,41.81505453533673,-87.89043746881985,POINT (-87.7085 41.7807)
497,1572,N,1147,41.829609024427235,-87.62225354976498,POINT (-87.6424 41.6670)
498,5074,W,1112,41.760939575726574,-87.8999954477314,POINT (-87.8919 41.9798)
499,5105,E,1615,41.97982074493744,-87.92846236374454,POINT (-87.8117 41.9775)
500,2144,E,1558,41.885063104011095,-87.77047712398664,POINT (-87.6119 41.9648)
501,9880,S,1924,41.7495355993236,-87.52269716741593,POINT (-87.7863 41.9611)
502,6807,E,1494,41.753537491000614,-87.86654874679816,POINT (-87.8385 41.8225)
503,7358,E,1505,41.978656027764174,-87.65748937571874,POINT (-87.6577 41.7074)
504,3441,N,1475,41.64518092908421,-87.86717365219343,POINT (-87.8574 41.8214)
505,3767,S,1836,41.762636097636125,-87.63558947051747,POINT (-87.5638 41.8279)
506,5645,E,1890,41.85065553886222,-87.72775145934011,POINT (-87.8956 41.8262)
507,2915,W,1271,41.696322635597745,-87.65441188176246,POINT (-87.6432 41.8447)
508,4969,E,1995,41.674997526595845,-87.85479326611602,POINT (-87.7302 41.7379)
509,5918,N,1421,41.94980500581442,-87.62683610034138,POINT (-87.5746 41.7792)
510,8788,W,1897,41.979873667686434,-87.52183999495846,POINT (-87.8870 41.8050)
511,729,N,1707,41.95297043990332,-87.66042678973709,POINT (-87.6553 41.6898)
512,1366,E,1367,41.981539398100196,-87.73273840080938,POINT (-87.6997 41.8130)
513,4493,W,1280,41.850182549002184,-87.5522669247799,POINT (-87.7384 41.9480)
514,699,S,1283,41.948658085976334,-87.93334222626261,POINT (-87.7336 41.9547)
515,7187,S,1040,41.78593620258862,-87.63343212189996,POINT (-87.6368 41.7964)
516,396,W,1959,41.89318178736204,-87.56672646293819,POINT (-87.5461 41.8371)
517,7401,W,1189,42.01575750192789,-87.91409667487919,POINT (-87.9017 41.6528)
518,8083,N,1164,41.72577653505887,-87.75097304842538,POINT (-87.9318 41.8963)
519,4172,W,1994,41.78816190359061,-87.854017829341,POINT (-87.6016 41.7938)
520,4361,N,1989,41.822418003377834,-87.7020623704531,POINT (-87.8946 41.8093)
521,2503,E,1536,41.69244588506762,-87.66719195738646,POINT (-87.5256 41.9720)
522,718,N,1536,41.67079467197672,-87.81289826316991,POINT (-87.6799 41.8155)
523,2783,W,1004,41.95529468920222,-87.7468076987352,POINT (-87.6666 41.6481)
524,4947,W,1835,42.01118186167449,-87.82267741618384,POINT (-87.8565 41.7264)
525,5487,E,1290,41.79379552425527,-87.78485571092885,POINT (-87.8391 41.8207)
526,8336,W,1953,41.67330693775397,-87.87299321819086,POINT (-87.6631 41.8013)
527,4981,W,1433,41.66500846906242,-87.56806503369403,POINT (-87.5579 41.9669)
528,7267,S,1471,41.97870091841692,-87.93579562756516,POINT (-87.5274 41.8460)
529,4492,S,1181,41.81624941489652,-87.56938814169361,POINT (-87.8568 41.9021)
530,7193,E,1248,41.76161038029371,-87.69989487109311,POINT (-87.8837 41.8183)
531,5589,N,1628,41.821055283070976,-87.80070370544566,POINT (-87.9163 41.8071)
532,7652,S,1279,41.760955555983095,-87.63631600730666,POINT (-87.5753 41.8096)
533,3637,N,1877,41.825833594616896,-87.72674409621767,POINT (-87.8162 41.7962)
534,1168,W,1581,41.96663143082882,-87.7303743635948,POINT (-87.9392 41.8447)
535,1063,S,1863,41.8650745210036,-87.89374024117403,POINT (-87.8460 41.7352)
536,2157,E,1254,41.90396843366787,-87.77640326910293,POINT (-87.7970 41.9786)
537,7861,E,1181,41.77857485696905,-87.83875297474017,POINT (-87.5238 41.7666)
538,5162,E,1830,41.920632233834,-87.93340771964957,POINT (-87.7201 41.6961)
539,5306,S,1681,41.89331449225416,-87.7887581550715,POINT (-87.8540 41.6767)
540,6542,N,1825,41.685433559145785,-87.90227470564125,POINT (-87.7994 41.6451)
541,4730,W,1509,41.85760428418392,-87.83213138415542,POINT (-87.8013 41.8007)
542,9349,N,1761,41.73756252859771,-87.9011430191031,POINT (-87.9317 41.7113)
543,7331,N,1700,41.94555635446077,-87.89760451726632,POINT (-87.8832 41.6482)
544,5335,W,1566,41.801856329217436,-87.85641525634561,POINT (-87.6480 41.8376)
545,8925,W,1326,42.01797998277467,-87.5200633173157,POINT (-87.8895 41.8984)
546,4331,S,1357,41.675150166416806,-87.93908265999995,POINT (-87.8431 41.6726)
547,8011,S,1825,41.936532187841266,-87.67175749282943,POINT (-87.7927 41.8151)
548,6802,S,1650,41.896006658746025,-87.88067764682884,POINT (-87.6218 41.9226)
549,4847,S,1680,41.93164955562447,-87.55333618258148,POINT (-87.6954 42.0146)
550,6732,S,1391,41.756861322286376,-87.90067418479987,POINT (-87.6506 41.8935)
551,7242,W,1615,41.82698070596531,-87.53887346140698,POINT (-87.7019 41.7330)
552,954,N,1934,41.942673237495015,-87.68341091725694,POINT (-87.6529 41.9123)
553,2540,S,1085,41.72836570601593,-87.93946740769549,POINT (-87.9388 41.8672)
554,7057,S,1317,41.72589261477969,-87.56451697687494,POINT (-87.5490 41.7205)
555,1543,N,1212,41.84939936225208,-87.72088104342589,POINT (-87.8934 41.9634)
556,5294,S,1515,41.83895416022135,-87.8296787111612,POINT (-87.7694 41.8024)
557,1192,N,1384,41.74725973875692,-87.61774274544344,POINT (-87.6162 42.0056)
558,6314,N,1691,41.753268747199435,-87.55080046736751,POINT (-87.7572 41.9147)
559,6939,W,1342,41.745581162018496,-87.73684985427835,POINT (-87.5423 41.8849)
560,2682,E,1815,41.93317458355943,-87.8074675407339,POINT (-87.7436 41.9168)
561,9410,W,1964,41.88772232891374,-87.60864304794733,POINT (-87.5725 41.8217)
562,1541,E,1988,41.9563185296959,-87.65365009092885,POINT (-87.5995 41.8320)
563,6173,E,1844,42.01067975075933,-87.56672395682489,POINT (-87.5280 41.9635)
564,5542,E,1038,41.82018243258336,-87.6491441146403,POINT (-87.5508 41.8988)
565,9581,S,1511,41.66534367493407,-87.83771809766219,POINT (-87.5628 41.9810)
566,1366,W,1420,41.658275077956574,-87.5487031151012,POINT (-87.6327 41.9785)
567,8692,E,1751,41.75235271492322,-87.89596898617349,POINT (-87.7859 42.0111)
568,9873,N,1169,41.994366943953935,-87.82746404495512,POINT (-87.8954 41.9061)
569,8703,S,1965,41.83882096088893,-87.72151826475597,POINT (-87.6508 41.8309)
570,7495,W,1909,41.74327887611045,-87.70238834905022,POINT (-87.5290 41.7032)
571,4313,E,1343,41.79168338191419,-87.93356955361669,POINT (-87.6348 41.9080)
572,1325,N,1826,41.867466140813775,-87.61215945515521,POINT (-87.5499 41.7508)
573,9348,W,1306,41.88812087009238,-87.78812492626133,POINT (-87.6022 41.7475)
574,3142,W,1542,41.6984894137175,-87.7693042127791,POINT (-87.8715 41.7305)
575,7420,S,1702,42.01127203708717,-87.60006479133648,POINT (-87.8353 41.9725)
576,3487,W,1869,41.84701344625346,-87.78070097547443,POINT (-87.7964 41.9698)
577,1811,S,1537,41.691561560761066,-87.9201655518722,POINT (-87.8693 41.8798)
578,6589,E,1112,41.979581396271534,-87.86589529640246,POINT (-87.6957 41.8197)
579,2924,S,1411,41.66836260381018,-87.53852066759696,POINT (-87.5303 41.8954)
580,5302,N,1947,41.98493946460746,-87.91042974779094,POINT (-87.6202 41.8707)
581,4187,S,1206,42.01869494938982,-87.79092889559342,POINT (-87.7622 41.7980)
582,8906,N,1185,41.90616408367947,-87.72866474983843,POINT (-87.9381 41.7843)
583,5978,S,1382,41.93276994400812,-87.7328220525178,POINT (-87.8084 41.7855)
584,4269,W,1496,41.76817507785765,-87.9383368239349,POINT (-87.7188 41.8639)
585,4749,E,1379,41.9977992040389,-87.72951165278785,POINT (-87.8038 41.8861)
586,4850,N,1047,41.84129130712118,-87.77881556764949,POINT (-87.8934 41.8117)
587,9436,S,1886,41.91830760970707,-87.53172667910069,POINT (-87.7540 42.0081)
588,3710,S,1740,41.99116093204629,-87.87315318472258,POINT (-87.8336 41.6719)
589,9274,S,1551,42.010568390870695,-87.79125523736101,POINT (-87.5581 41.7719)
590,6620,W,1528,41.95661765550674,-87.76381777626227,POINT (-87.8973 41.7992)
591,8648,W,1504,41.755146652653174,-87.7759087144176,POINT (-87.9194 41.6464)
592,9087,N,1022,42.007288056289795,-87.66035105238622,POINT (-87.9378 41.7787)
593,9577,N,1213,41.87868542187256,-87.84948459982994,POINT (-87.8022 41.7440)
594,3073,W,1310,41.993644141013746,-87.84714994781812,POINT (-87.6626 41.8323)
595,6531,N,1661,41.896919909809455,-87.63373140162963,POINT (-87.6332 41.7678)
596,505,E,1968,41.756750805502136,-87.72987798215516,POINT (-87.7496 41.9159)
597,1215,E,1753,41.780609319174275,-87.76563461605593,POINT (-87.6526 41.8338)
598,1532,W,1272,41.84917927529912,-87.86893471829555,POINT (-87.7888 41.6893)
599,7577,N,1571,41.94020563979276,-87.86123856637688,POINT (-87.6595 41.9250)
600,824,S,1799,41.76083336950933,-87.93556831253731,POINT (-87.9229 41.6777)
601,929,E,1938,41.860297843130994,-87.90160096707808,POINT (-87.7759 41.9588)
602,5030,W,1202,41.77133749755903,-87.7061277482301,POINT (-87.6078 41.9939)
603,134,N,1032,41.94999237376134,-87.56541328539646,POINT (-87.6027 41.7625)
604,2106,W,1443,41.81735667563182,-87.81939079864516,POINT (-87.6392 41.9919)
605,3628,S,1162,41.669154674204094,-87.80234616512362,POINT (-87.8542 41.9413)
606,6317,E,1767,41.70309995816299,-87.89144564354316,POINT (-87.8362 41.9905)
607,1853,W,1254,41.66321977369546,-87.77677500284501,POINT (-87.5216 41.8932)
608,4911,W,1521,41.82973511948545,-87.92436688408088,POINT (-87.8966 41.7295)
609,4176,W,1977,41.68040817299233,-87.55460770757,POINT (-87.8641 41.9799)
610,5349,S,1651,41.68337318833766,-87.6572932337877,POINT (-87.8854 41.7100)
611,9443,W,1480,41.99759833881458,-87.52388550005485,POINT (-87.8024 41.7210)
612,6191,S,1010,41.97160892742691,-87.56921427167502,POINT (-87.8517 41.7430)
613,1257,S,1726,41.81179290678832,-87.74134395064678,POINT (-87.7310 41.7556)
614,3377,S,1505,42.01460602192308,-87.72173228691683,POINT (-87.7401 41.8355)
615,5646,E,1785,41.640070880704855,-87.85995806046277,POINT (-87.5614 41.9111)
616,3487,E,1836,41.87331219338389,-87.74594347600738,POINT (-87.9254 41.9920)
617,3585,W,1560,41.874242707401315,-87.56072829313301,POINT (-87.8057 41.6736)
618,9589,W,1436,41.81382836123056,-87.91864156207295,POINT (-87.6894 42.0027)
619,8054,E,1111,41.79084022971503,-87.57730614274071,POINT (-87.6860 41.9901)
620,3331,N,1153,41.813045591482634,-87.7968019233101,POINT (-87.7383 41.6605)
621,2704,E,1635,41.79768496571028,-87.56220463865955,POINT (-87.5974 41.7769)
622,8663,S,1917,41.91758714144328,-87.54483043933658,POINT (-87.9137 41.9490)
623,8121,E,1869,41.69143506528985,-87.6582367474592,POINT (-87.5975 41.8724)
624,7115,S,1102,41.71510290382463,-87.66094200963107,POINT (-87.7322 41.9361)
625,1354,W,1753,41.70859692678912,-87.74984317816232,POINT (-87.8838 41.9132)
626,5064,N,1833,41.739738822346084,-87.58907310569164,POINT (-87.5680 41.8288)
627,8550,W,1191,41.839598199137,-87.53612264145802,POINT (-87.6673 41.6557)
628,7576,S,1729,41.682259323988525,-87.61446564385757,POINT (-87.8713 41.8620)
629,668,S,1563,41.969904332224075,-87.67878657182217,POINT (-87.9259 41.6585)
630,4469,S,1804,41.752997381897224,-87.68514698375503,POINT (-87.8807 41.8694)
631,9338,N,1081,41.70176443523811,-87.58322264133486,POINT (-87.6843 41.9442)
632,6820,E,1489,41.896736097647334,-87.71269441837605,POINT (-87.8647 41.8623)
633,3720,W,1895,41.65447279422774,-87.6023788477755,POINT (-87.8452 42.0189)
634,2746,W,1088,41.875588054652184,-87.72626819282681,POINT (-87.9294 41.8132)
635,7484,E,1194,41.90531540365707,-87.91377340451095,POINT (-87.6364 41.9246)
636,540,W,1104,41.72166828192695,-87.77874225626026,POINT (-87.5996 41.8935)
637,4965,N,1783,41.65594634790858,-87.75333479777797,POINT (-87.6053 42.0167)
638,4836,W,1096,41.77818523638939,-87.88052075710561,POINT (-87.8864 41.9110)
639,3776,S,1423,41.677465807491934,-87.89695154174053,POINT (-87.5606 41.7023)
640,6043,E,1891,41.68426158287587,-87.71510472114407,POINT (-87.6576 42.0031)
641,7103,N,1198,41.73661926794905,-87.90423967264644,POINT (-87.5630 41.8938)
642,7313,E,1001,41.75227781135817,-87.81276302948616,POINT (-87.7522 41.6625)
643,5321,N,1407,41.84138872958814,-87.62726927009551,POINT (-87.7565 41.8899)
644,6133,S,1378,41.897788916491145,-87.53493848458145,POINT (-87.6105 41.9756)
645,7892,E,1167,41.86525295753067,-87.63849435616818,POINT (-87.9008 41.8593)
646,2780,W,1509,41.69637692817002,-87.5230972696498,POINT (-87.7212 41.7745)
647,925,N,1638,41.705392692332,-87.64669805206265,POINT (-87.5887 41.9519)
648,1582,E,1313,41.97393231492131,-87.81660632232519,POINT (-87.5913 41.9374)
649,7715,W,1593,41.85217387972437,-87.65773793298774,POINT (-87.5384 41.8468)
